Ensembl Gene ID	Band
ENSG00000225819	q21.1
ENSG00000231739	q32.1
ENSG00000152093	q21.1
ENSG00000173349	q14.3
ENSG00000171303	p23.3
ENSG00000242136	p25.1
ENSG00000227890	q33.1
ENSG00000136709	q14.3
ENSG00000231903	q33.1
ENSG00000182329	q33.1
ENSG00000233087	q21.1
ENSG00000132329	q37.3
ENSG00000225942	p25.3
ENSG00000237953	p23.3
ENSG00000241409	q37.1
ENSG00000213055	q37.1
ENSG00000279831	p11.2
ENSG00000115137	p23.3
ENSG00000115705	p25.3
ENSG00000162881	p21
ENSG00000278766	q11.2
ENSG00000272994	q12.2
ENSG00000135974	q12.2
ENSG00000228414	p16.1
ENSG00000236307	q13
ENSG00000237024	p16.1
ENSG00000279544	p22.3
ENSG00000230046	p22.3
ENSG00000274159	p22.3
ENSG00000276517	p22.3
ENSG00000225057	q37.3
ENSG00000232306	q37.3
ENSG00000145063	p25.1
ENSG00000276411	p25.1
ENSG00000223604	q23.2
ENSG00000187123	q23.2
ENSG00000231083	p25.1
ENSG00000225642	p25.1
ENSG00000222035	q33.1
ENSG00000236478	q35
ENSG00000232970	q35
ENSG00000274353	q21.2
ENSG00000269973	p25.1
ENSG00000084676	p23.3
ENSG00000235035	p13.3
ENSG00000196912	q11.2
ENSG00000143995	p14
ENSG00000229203	q21.2
ENSG00000236209	p12
ENSG00000204792	p12
ENSG00000204104	q37.3
ENSG00000232760	q21.2
ENSG00000241351	p11.2
ENSG00000253497	p11.2
ENSG00000244337	q21.2
ENSG00000235615	q21.2
ENSG00000236485	q21.2
ENSG00000144130	q14.1
ENSG00000229797	q21.1
ENSG00000240382	p11.2
ENSG00000229560	p12
ENSG00000211598	p11.2
ENSG00000226340	q23.1
ENSG00000151687	q32.2
ENSG00000238217	q33.1
ENSG00000231079	q23.1
ENSG00000235411	p24.1
ENSG00000138378	q32.3
ENSG00000226886	q21.2
ENSG00000241399	q24.2
ENSG00000082438	q24.3
ENSG00000244116	p11.2
ENSG00000197794	p11.2
ENSG00000239951	p11.2
ENSG00000211599	p11.2
ENSG00000115919	q22.2
ENSG00000224257	q35
ENSG00000213917	q34
ENSG00000197585	q35
ENSG00000169607	q14.1
ENSG00000213197	q23.3
ENSG00000270776	q23.3
ENSG00000115806	q31.1
ENSG00000230836	p12
ENSG00000157827	q23.3
ENSG00000254009	p11.2
ENSG00000163126	q11.2
ENSG00000225842	p16.3
ENSG00000227055	q24.2
ENSG00000236837	p16.3
ENSG00000187627	p11.2
ENSG00000271179	q21.2
ENSG00000054219	q24.2
ENSG00000115446	q11.2
ENSG00000187231	q31.2
ENSG00000229695	p21
ENSG00000223658	p21
ENSG00000178623	q37.3
ENSG00000233714	p24.1
ENSG00000223360	p24.3
ENSG00000162959	p22.3
ENSG00000213486	p15
ENSG00000261117	p24.3
ENSG00000229066	q31.1
ENSG00000116127	p13.1
ENSG00000078098	q24.2
ENSG00000236445	q35
ENSG00000163497	q35
ENSG00000223976	q31.1
ENSG00000235047	q31.1
ENSG00000273240	q32.2
ENSG00000196151	q24.2
ENSG00000163499	q35
ENSG00000225594	q21.2
ENSG00000223634	p24.1
ENSG00000235497	p24.1
ENSG00000088179	q14.2
ENSG00000115486	p11.2
ENSG00000228073	q32.2
ENSG00000229779	q31.1
ENSG00000143994	p23.3
ENSG00000150540	q22.1
ENSG00000231955	q33.3
ENSG00000237580	q33.3
ENSG00000235885	p14
ENSG00000204262	q32.2
ENSG00000068784	p21
ENSG00000224165	p23.3
ENSG00000204843	p13.1
ENSG00000236780	p14
ENSG00000040933	q11.2
ENSG00000173960	p23.3
ENSG00000226542	q37.2
ENSG00000119787	p22.1
ENSG00000084731	p23.3
ENSG00000231032	q37.2
ENSG00000235293	q37.2
ENSG00000225108	q13
ENSG00000281477	p11.2
ENSG00000204588	q13
ENSG00000114988	q11.2
ENSG00000115694	q37.3
ENSG00000270798	q14.3
ENSG00000211460	q14.3
ENSG00000119737	p16.2
ENSG00000143942	p16.2
ENSG00000271536	p13.1
ENSG00000236841	q24.2
ENSG00000071082	q11.2
ENSG00000115239	p16.2
ENSG00000234945	p23.3
ENSG00000237629	p23.3
ENSG00000233335	p21
ENSG00000225444	p16.3
ENSG00000236538	p16.3
ENSG00000115207	p23.3
ENSG00000224344	p16.3
ENSG00000231918	p16.3
ENSG00000230595	p15
ENSG00000226366	p16.3
ENSG00000271097	p11.2
ENSG00000233999	p11.2
ENSG00000224881	p11.2
ENSG00000234946	p23.3
ENSG00000234362	p21
ENSG00000169967	q14.3
ENSG00000116005	p13.3
ENSG00000226622	p15
ENSG00000230840	p16.3
ENSG00000115267	q24.2
ENSG00000237374	p16.3
ENSG00000225341	q21.1
ENSG00000223710	p16.3
ENSG00000229948	p13.3
ENSG00000171227	q14.2
ENSG00000184761	q21.1
ENSG00000230002	p13.1
ENSG00000138050	p22.1
ENSG00000233633	p25.3
ENSG00000268412	p23.3
ENSG00000205111	p22.1
ENSG00000059728	p13.3
ENSG00000234521	p13.1
ENSG00000250036	p11.2
ENSG00000115977	p13.3
ENSG00000130561	q37.1
ENSG00000136546	q24.3
ENSG00000229915	q37.3
ENSG00000065802	q37.3
ENSG00000159239	p13.1
ENSG00000274346	q37.3
ENSG00000231351	p11.2
ENSG00000225493	q37.3
ENSG00000224252	q37.3
ENSG00000234279	q37.3
ENSG00000226992	q37.3
ENSG00000183281	p11.2
ENSG00000233608	q37.3
ENSG00000138443	q33.2
ENSG00000233870	p13.3
ENSG00000226961	p25.1
ENSG00000227744	q37.3
ENSG00000118961	p24.1
ENSG00000233494	q12.3
ENSG00000227270	q12.3
ENSG00000188282	q35
ENSG00000278908	p23.1
ENSG00000119812	p22.3
ENSG00000170500	q11.2
ENSG00000198142	q13
ENSG00000188383	q11.2
ENSG00000230562	q24.1
ENSG00000124380	p13.3
ENSG00000023228	q33.3
ENSG00000231367	p22.1
ENSG00000279512	q21.2
ENSG00000226953	q21.2
ENSG00000237856	q14.3
ENSG00000232740	q14.3
ENSG00000176771	q21.2
ENSG00000226708	q14.3
ENSG00000235640	q14.3
ENSG00000224875	p21
ENSG00000231858	q32.2
ENSG00000123485	q37.1
ENSG00000274049	p13.1
ENSG00000237745	q12.3
ENSG00000235325	q12.3
ENSG00000153561	p11.2
ENSG00000225402	p22.2
ENSG00000119729	p21
ENSG00000239779	p13.1
ENSG00000143924	p21
ENSG00000228499	q37.2
ENSG00000235529	q37.2
ENSG00000222007	q37.2
ENSG00000128683	q31.1
ENSG00000064012	q33.1
ENSG00000228763	q12.3
ENSG00000205716	q12.1
ENSG00000169756	q12.3
ENSG00000197223	p14
ENSG00000253515	p21
ENSG00000170802	p16.3
ENSG00000080345	q23.3
ENSG00000233155	p13.1
ENSG00000233230	p16.3
ENSG00000236549	p16.3
ENSG00000135930	q37.1
ENSG00000162976	p25.1
ENSG00000115665	q12.3
ENSG00000116062	p16.3
ENSG00000225496	q13
ENSG00000163541	p11.2
ENSG00000153208	q13
ENSG00000235267	p23.3
ENSG00000124374	p13.3
ENSG00000115226	p23.3
ENSG00000235997	p23.1
ENSG00000153201	q13
ENSG00000259793	q37.1
ENSG00000231035	q35
ENSG00000271151	q31.1
ENSG00000225226	p16.1
ENSG00000270898	p16.2
ENSG00000119772	p23.3
ENSG00000135913	q35
ENSG00000172116	p11.2
ENSG00000235009	p22.1
ENSG00000229754	q35
ENSG00000260059	q22.1
ENSG00000115561	p11.2
ENSG00000169618	p13.3
ENSG00000273258	q31.1
ENSG00000260868	q31.1
ENSG00000235414	q31.1
ENSG00000214525	p13.3
ENSG00000232474	q21.2
ENSG00000223430	q21.2
ENSG00000237477	q31.2
ENSG00000213553	p22.1
ENSG00000233729	q21.2
ENSG00000237964	q31.2
ENSG00000227293	p14
ENSG00000084734	p23.3
ENSG00000226481	p11.1
ENSG00000225815	p14
ENSG00000237772	q22.1
ENSG00000213337	q11.2
ENSG00000260171	q33.3
ENSG00000233285	q21.1
ENSG00000168763	q11.2
ENSG00000225963	q37.1
ENSG00000224231	q22.1
ENSG00000087338	p13.3
ENSG00000115365	q34
ENSG00000168899	p11.2
ENSG00000229321	q33.3
ENSG00000144410	q33.3
ENSG00000276949	q37.3
ENSG00000185176	q37.3
ENSG00000144227	q22.1
ENSG00000153094	q13
ENSG00000138029	p23.3
ENSG00000080293	q14.2
ENSG00000280154	p23.1
ENSG00000232613	p14
ENSG00000237262	q21.3
ENSG00000232238	q23.1
ENSG00000121966	q22.1
ENSG00000138018	p23.3
ENSG00000135956	q11.2
ENSG00000219159	q37.3
ENSG00000079263	q37.1
ENSG00000223825	q33.1
ENSG00000226114	p11.2
ENSG00000118263	q33.3
ENSG00000233673	p11.2
ENSG00000234072	p23.3
ENSG00000228968	q12.1
ENSG00000144035	p13.1
ENSG00000042304	q36.3
ENSG00000236116	q36.3
ENSG00000231013	q14.2
ENSG00000227275	q21.1
ENSG00000235080	q21.1
ENSG00000233955	q12.1
ENSG00000138069	p14
ENSG00000250599	q36.3
ENSG00000158417	q11.2
ENSG00000185631	q14.3
ENSG00000135917	q36.3
ENSG00000157985	q37.2
ENSG00000227470	q13
ENSG00000227157	q12.1
ENSG00000225765	q12.1
ENSG00000011523	p14
ENSG00000163006	q13
ENSG00000228486	q11.2
ENSG00000169605	p13.3
ENSG00000273073	q21.1
ENSG00000213605	p11.2
ENSG00000186684	q14.3
ENSG00000228721	q21.2
ENSG00000115165	q24.1
ENSG00000232164	p14
ENSG00000279348	q35
ENSG00000260804	q35
ENSG00000075886	q21.1
ENSG00000187514	q37.1
ENSG00000272275	p25.1
ENSG00000144158	q14.1
ENSG00000172954	p23.1
ENSG00000229104	q22.1
ENSG00000143882	p25.1
ENSG00000138068	p22.2
ENSG00000185038	q37.1
ENSG00000232992	q22.1
ENSG00000226939	q22.1
ENSG00000115159	q24.1
ENSG00000270437	p15
ENSG00000008869	p22.2
ENSG00000184945	q37.3
ENSG00000236436	p24.1
ENSG00000144583	q35
ENSG00000231092	q35
ENSG00000233581	q35
ENSG00000115274	p13.1
ENSG00000185674	q11.2
ENSG00000272054	p22.2
ENSG00000236605	p14
ENSG00000173272	q21.1
ENSG00000244063	q14.1
ENSG00000228857	q14.1
ENSG00000228615	q13
ENSG00000153574	p11.2
ENSG00000115825	p22.2
ENSG00000115548	p11.2
ENSG00000225669	q12.1
ENSG00000270846	p23.2
ENSG00000270723	p13.3
ENSG00000274977	q37.3
ENSG00000228528	q12.1
ENSG00000163482	q35
ENSG00000275381	p13.3
ENSG00000270019	q14.1
ENSG00000188177	q14.1
ENSG00000144320	q31.1
ENSG00000183091	q23.3
ENSG00000235833	q11.2
ENSG00000169432	q24.3
ENSG00000158089	p23.1
ENSG00000171174	p23.2
ENSG00000238180	q14.3
ENSG00000239305	p11.2
ENSG00000224220	p23.3
ENSG00000138081	p16.3
ENSG00000136696	q14.1
ENSG00000163586	p11.2
ENSG00000235934	q31.1
ENSG00000231735	q31.1
ENSG00000226058	q11.2
ENSG00000175874	q11.2
ENSG00000236760	p25.3
ENSG00000223947	q11.2
ENSG00000115145	q23.3
ENSG00000235258	q14.1
ENSG00000223522	p23.2
ENSG00000231777	q21.1
ENSG00000234281	q34
ENSG00000243147	p23.2
ENSG00000230702	p15
ENSG00000241520	q35
ENSG00000232485	q35
ENSG00000224090	q35
ENSG00000197756	q35
ENSG00000260837	p25.1
ENSG00000277498	p15
ENSG00000115138	p23.3
ENSG00000181378	q35
ENSG00000225991	p23.2
ENSG00000143971	p14
ENSG00000270528	p23.2
ENSG00000232403	p15
ENSG00000242412	p15
ENSG00000144354	q31.1
ENSG00000225649	p24.3
ENSG00000225214	q23.3
ENSG00000236107	q24.3
ENSG00000231024	p13.3
ENSG00000150556	q23.2
ENSG00000227745	q21.2
ENSG00000224361	p24.1
ENSG00000119771	p24.1
ENSG00000233587	p24.1
ENSG00000279526	p24.1
ENSG00000115041	q11.1
ENSG00000173567	p23.3
ENSG00000158019	p23.2
ENSG00000226789	q14.3
ENSG00000234898	p11.1
ENSG00000235147	p11.1
ENSG00000223816	p11.1
ENSG00000279904	q12.1
ENSG00000241962	q11.2
ENSG00000144285	q24.3
ENSG00000226718	q36.3
ENSG00000229172	q36.3
ENSG00000198075	q12.3
ENSG00000182389	q23.3
ENSG00000231822	q11.2
ENSG00000115514	q11.2
ENSG00000237883	p13.1
ENSG00000114956	p13.1
ENSG00000163046	q21.2
ENSG00000115009	q36.3
ENSG00000116016	p21
ENSG00000183514	q36.3
ENSG00000115221	q24.2
ENSG00000073734	q31.1
ENSG00000234272	q23.3
ENSG00000228236	q23.2
ENSG00000272754	p22.3
ENSG00000128645	q31.1
ENSG00000119801	p23.1
ENSG00000226363	q31.1
ENSG00000279160	q31.1
ENSG00000237498	p12
ENSG00000233286	q14.2
ENSG00000224189	q31.1
ENSG00000226860	p12
ENSG00000236878	q14.2
ENSG00000224789	q14.2
ENSG00000226700	p12
ENSG00000225045	p12
ENSG00000138375	q35
ENSG00000003509	p22.2
ENSG00000227632	q21.1
ENSG00000229131	q22.1
ENSG00000235232	q22.1
ENSG00000232277	q13
ENSG00000236564	q11.2
ENSG00000071073	q11.2
ENSG00000234177	q12.1
ENSG00000228374	q22.1
ENSG00000115109	q14.2
ENSG00000213301	q12.1
ENSG00000146205	q37.3
ENSG00000138101	p23.3
ENSG00000226649	p25.3
ENSG00000163481	q35
ENSG00000222020	q37.3
ENSG00000267784	q31.2
ENSG00000271011	q31.2
ENSG00000271141	q31.2
ENSG00000270277	q31.2
ENSG00000144283	q24.1
ENSG00000163516	q35
ENSG00000068024	q37.3
ENSG00000158411	q11.2
ENSG00000169764	p15
ENSG00000115091	q14.1
ENSG00000236391	q31.1
ENSG00000223433	q33.3
ENSG00000228363	p11.2
ENSG00000233723	p16.1
ENSG00000249884	p11.2
ENSG00000223917	q11.1
ENSG00000214711	p23.1
ENSG00000279957	q14.1
ENSG00000231292	q14.1
ENSG00000233849	p13.3
ENSG00000138433	q31.1
ENSG00000076003	q21.3
ENSG00000231043	p16.1
ENSG00000234997	q14.1
ENSG00000257702	p13.1
ENSG00000272183	p13.1
ENSG00000085760	p16.1
ENSG00000084754	p23.3
ENSG00000264684	q23.3
ENSG00000265429	q14.1
ENSG00000173557	p23.3
ENSG00000221055	q14.1
ENSG00000211573	q33.2
ENSG00000212558	p25.1
ENSG00000238410	p12
ENSG00000200822	q36.1
ENSG00000221142	q21.2
ENSG00000207647	q35
ENSG00000222070	p23.3
ENSG00000199203	q34
ENSG00000212091	q13
ENSG00000200250	q14.3
ENSG00000252214	p13.1
ENSG00000163029	p24.2
ENSG00000276506	p16.3
ENSG00000276200	q32.3
ENSG00000281046	q36.1
ENSG00000264279	q37.3
ENSG00000157884	p23.3
ENSG00000238735	p24.1
ENSG00000264730	q37.3
ENSG00000130294	q37.3
ENSG00000221619	p11.2
ENSG00000276048	p21
ENSG00000263723	q37.3
ENSG00000281467	q32.3
ENSG00000226516	q14.1
ENSG00000237308	q11.1
ENSG00000252004	q32.1
ENSG00000221530	q33.1
ENSG00000201006	q14.2
ENSG00000236555	q14.1
ENSG00000223197	q24.1
ENSG00000035141	p13.3
ENSG00000222344	q36.3
ENSG00000224719	q11.1
ENSG00000238062	q37.1
ENSG00000222616	p24.1
ENSG00000202141	q32.1
ENSG00000178171	q21.1
ENSG00000224070	q33.3
ENSG00000279220	q33.3
ENSG00000183671	q33.3
ENSG00000224443	p16.3
ENSG00000235369	p16.3
ENSG00000198369	p14
ENSG00000163002	q32.1
ENSG00000224058	p16.3
ENSG00000231712	p23.1
ENSG00000179528	p13.1
ENSG00000234796	p25.3
ENSG00000235688	p25.3
ENSG00000163501	q35
ENSG00000115758	p25.1
ENSG00000272644	q35
ENSG00000260331	p24.2
ENSG00000231655	p23.3
ENSG00000226185	q11.1
ENSG00000214465	p23.3
ENSG00000223619	q33.2
ENSG00000196085	p22.3
ENSG00000229013	p22.3
ENSG00000233045	q22.1
ENSG00000227133	p23.3
ENSG00000233888	q33.2
ENSG00000234645	q22.1
ENSG00000235433	q33.2
ENSG00000231420	q23.3
ENSG00000233159	p22.2
ENSG00000163060	q11.1
ENSG00000159186	q33.3
ENSG00000230645	q23.3
ENSG00000115816	p22.2
ENSG00000226833	p23.2
ENSG00000173699	q37.1
ENSG00000187736	q35
ENSG00000233158	q11.1
ENSG00000232128	q11.1
ENSG00000234597	p24.1
ENSG00000123977	q36.3
ENSG00000234579	p23.1
ENSG00000235995	q31.1
ENSG00000144224	q21.3
ENSG00000237542	q33.2
ENSG00000259848	q11.1
ENSG00000183023	p22.1
ENSG00000237055	q11.1
ENSG00000144233	q14.3
ENSG00000234587	p22.3
ENSG00000233752	p22.3
ENSG00000237939	q22.1
ENSG00000232915	q22.1
ENSG00000260025	p22.2
ENSG00000271146	p15
ENSG00000234624	p15
ENSG00000279254	p21
ENSG00000196758	q37.3
ENSG00000227459	q37.3
ENSG00000259889	q37.3
ENSG00000220256	q37.3
ENSG00000144136	q14.1
ENSG00000261104	p25.1
ENSG00000250741	p24.2
ENSG00000153253	q24.3
ENSG00000228043	q22.1
ENSG00000230569	q22.1
ENSG00000244310	p25.1
ENSG00000213601	q32.2
ENSG00000240980	p25.1
ENSG00000233978	p21
ENSG00000240344	q33.1
ENSG00000235653	p22.1
ENSG00000237803	p22.2
ENSG00000227259	q11.2
ENSG00000234378	p24.1
ENSG00000235129	q11.1
ENSG00000227028	p22.1
ENSG00000144331	q31.3
ENSG00000171848	p25.1
ENSG00000228799	p25.3
ENSG00000227661	q21.1
ENSG00000204128	q37.1
ENSG00000185013	p24.2
ENSG00000270893	q24.2
ENSG00000224152	q24.2
ENSG00000237104	q31.1
ENSG00000123636	q24.2
ENSG00000271597	p13.3
ENSG00000234932	q23.3
ENSG00000226213	q23.3
ENSG00000229827	q31.1
ENSG00000218739	p22.2
ENSG00000144228	q22.1
ENSG00000114982	q11.2
ENSG00000232502	q11.1
ENSG00000235571	q11.1
ENSG00000234690	p21
ENSG00000236824	p21
ENSG00000226087	p21
ENSG00000115488	q37.1
ENSG00000261829	q37.1
ENSG00000235042	q35
ENSG00000130414	q37.3
ENSG00000162869	p16.3
ENSG00000125629	q14.1
ENSG00000163521	q35
ENSG00000271134	p16.1
ENSG00000228585	p25.2
ENSG00000213495	p16.1
ENSG00000279267	q14.1
ENSG00000224679	q21.1
ENSG00000213126	q31.3
ENSG00000273245	p13.1
ENSG00000280037	p13.1
ENSG00000280537	q35
ENSG00000230952	p25.1
ENSG00000237951	p23.3
ENSG00000233639	q12.1
ENSG00000163032	p24.2
ENSG00000237892	q33.3
ENSG00000271707	p16.1
ENSG00000232835	p25.2
ENSG00000213901	q35
ENSG00000240356	q14.1
ENSG00000224128	p25.2
ENSG00000230090	p25.2
ENSG00000144366	q32.1
ENSG00000226473	p16.3
ENSG00000189292	p25.3
ENSG00000171863	p25.3
ENSG00000237166	q33.1
ENSG00000244301	q33.1
ENSG00000082126	q33.1
ENSG00000275423	p16.3
ENSG00000230773	p16.3
ENSG00000224071	p14
ENSG00000115368	q32.2
ENSG00000277701	q11.2
ENSG00000204717	q11.1
ENSG00000229951	p23.2
ENSG00000075426	p23.2
ENSG00000241772	q22.1
ENSG00000230355	p14
ENSG00000243478	q33.1
ENSG00000225369	q24.2
ENSG00000223642	q24.2
ENSG00000230408	q33.1
ENSG00000115380	p16.1
ENSG00000229089	q11.1
ENSG00000127831	q35
ENSG00000214025	q23.3
ENSG00000234902	q33.3
ENSG00000144057	q12.3
ENSG00000240440	q33.3
ENSG00000224342	q33.3
ENSG00000225916	q33.3
ENSG00000115524	q33.1
ENSG00000082153	q33.1
ENSG00000143921	p21
ENSG00000228305	p15
ENSG00000237126	q37.1
ENSG00000233716	p15
ENSG00000144034	p13.1
ENSG00000235435	q22.3
ENSG00000234488	p15
ENSG00000115339	q24.3
ENSG00000014641	p15
ENSG00000175509	q14.1
ENSG00000233479	q14.1
ENSG00000233426	p16.1
ENSG00000135999	q23.1
ENSG00000241114	p16.2
ENSG00000272800	q32.1
ENSG00000213120	q32.1
ENSG00000177855	q32.1
ENSG00000170634	p16.2
ENSG00000135914	q37.1
ENSG00000270390	q22.2
ENSG00000173692	q37.1
ENSG00000178295	p24.2
ENSG00000221944	q37.1
ENSG00000224137	q33.3
ENSG00000270799	q31.1
ENSG00000213082	q33.3
ENSG00000115468	q37.1
ENSG00000237522	p16.1
ENSG00000278060	p13.2
ENSG00000232504	p11.2
ENSG00000272564	p11.2
ENSG00000135638	p13.2
ENSG00000115317	p13.1
ENSG00000228643	p25.3
ENSG00000163794	p23.3
ENSG00000138100	p23.3
ENSG00000157833	p23.3
ENSG00000279201	p13.1
ENSG00000115718	q14.3
ENSG00000144152	q13
ENSG00000138430	q31.1
ENSG00000227788	q14.2
ENSG00000223549	q14.2
ENSG00000013441	q33.1
ENSG00000132313	p11.2
ENSG00000243910	q35
ENSG00000178021	p16.2
ENSG00000235937	p16.2
ENSG00000272156	p16.2
ENSG00000127824	q35
ENSG00000163121	q11.2
ENSG00000079308	q35
ENSG00000238250	q12.3
ENSG00000227294	q12.3
ENSG00000227368	q14.1
ENSG00000068878	p16.2
ENSG00000242540	p25.2
ENSG00000176887	p25.2
ENSG00000115307	p13.1
ENSG00000115310	p16.1
ENSG00000230477	p12
ENSG00000223554	q22.1
ENSG00000234065	q14.2
ENSG00000243104	q14.2
ENSG00000271014	p11.2
ENSG00000233971	p13.2
ENSG00000234988	q11.2
ENSG00000224028	q22.1
ENSG00000223725	q33.3
ENSG00000224891	p22.2
ENSG00000152133	p22.2
ENSG00000272851	q33.3
ENSG00000163249	q33.3
ENSG00000232518	p22.1
ENSG00000115661	q35
ENSG00000232658	q32.3
ENSG00000235218	q32.3
ENSG00000143891	p22.1
ENSG00000115963	q23.3
ENSG00000227149	q22.1
ENSG00000231567	q22.1
ENSG00000168918	q37.1
ENSG00000118260	q33.3
ENSG00000276828	q32.2
ENSG00000233255	q24.3
ENSG00000224331	q24.3
ENSG00000163162	q11.2
ENSG00000224219	q32.3
ENSG00000260142	q32.3
ENSG00000224670	q32.3
ENSG00000271243	p15
ENSG00000281195	p13.2
ENSG00000235665	p25.1
ENSG00000236790	p25.1
ENSG00000077380	q31.1
ENSG00000075292	p13.3
ENSG00000229740	p25.1
ENSG00000235480	q11.2
ENSG00000270640	p23.2
ENSG00000061676	q32.1
ENSG00000115392	p16.1
ENSG00000176720	q37.3
ENSG00000118960	p24.1
ENSG00000234235	q37.3
ENSG00000273113	q37.3
ENSG00000232693	p14
ENSG00000188760	q35
ENSG00000271667	q14.1
ENSG00000144048	p13.1
ENSG00000268896	q35
ENSG00000123989	q35
ENSG00000196843	q11.2
ENSG00000153563	p11.2
ENSG00000176946	q37.3
ENSG00000224391	q35
ENSG00000153820	q36.3
ENSG00000229462	p13.3
ENSG00000169507	q24.3
ENSG00000224869	q14.1
ENSG00000226341	q14.1
ENSG00000123999	q35
ENSG00000235871	q14.1
ENSG00000155755	q33.1
ENSG00000235444	q35
ENSG00000225794	q35
ENSG00000182083	q37.3
ENSG00000221961	q37.3
ENSG00000233438	p23.3
ENSG00000178586	q37.3
ENSG00000231278	q37.3
ENSG00000115839	q21.3
ENSG00000213048	q37.3
ENSG00000124006	q35
ENSG00000172428	q37.3
ENSG00000151379	p24.2
ENSG00000115459	p11.2
ENSG00000226491	p21
ENSG00000178602	q37.3
ENSG00000226884	p15
ENSG00000230876	p22.3
ENSG00000144021	q11.2
ENSG00000169629	q14.1
ENSG00000196659	q31.2
ENSG00000228613	p25.3
ENSG00000231482	p25.3
ENSG00000227479	q37.3
ENSG00000203635	p25.3
ENSG00000226839	q22.2
ENSG00000231758	q22.3
ENSG00000227557	q22.2
ENSG00000075884	q22.2
ENSG00000237194	q34
ENSG00000135912	q35
ENSG00000144406	q34
ENSG00000203387	q36.3
ENSG00000152102	q21.1
ENSG00000240857	p24.2
ENSG00000238273	q12.2
ENSG00000197557	q31.2
ENSG00000226034	q11.2
ENSG00000237655	q31.2
ENSG00000213148	q31.1
ENSG00000236832	q31.1
ENSG00000226131	q31.1
ENSG00000237016	q31.1
ENSG00000237617	q31.1
ENSG00000270460	q31.1
ENSG00000234415	q31.1
ENSG00000271947	p25.1
ENSG00000163013	p13.2
ENSG00000168397	q37.3
ENSG00000227359	q14.1
ENSG00000224638	q31.1
ENSG00000279485	p15
ENSG00000233654	q32.2
ENSG00000228872	p15
ENSG00000229920	p15
ENSG00000229221	p15
ENSG00000143951	p15
ENSG00000115641	q12.2
ENSG00000232409	q34
ENSG00000231896	q34
ENSG00000273035	p22.1
ENSG00000150873	p25.1
ENSG00000231312	p22.1
ENSG00000221843	p23.3
ENSG00000236854	p22.3
ENSG00000138381	q32.2
ENSG00000162882	p21
ENSG00000230756	q21.1
ENSG00000213225	q21.1
ENSG00000268580	q22.3
ENSG00000232023	q36.3
ENSG00000218416	q37.3
ENSG00000155749	q33.1
ENSG00000063660	q37.3
ENSG00000226674	q22.3
ENSG00000234398	q21.1
ENSG00000227430	q34
ENSG00000138079	p21
ENSG00000279070	p13.1
ENSG00000226479	q14.2
ENSG00000228226	q36.3
ENSG00000237322	q36.3
ENSG00000228507	q31.1
ENSG00000234061	q31.1
ENSG00000055332	p22.2
ENSG00000238029	q11.2
ENSG00000144407	q34
ENSG00000223921	q22.1
ENSG00000236595	q21.1
ENSG00000071054	q11.2
ENSG00000237722	q21.1
ENSG00000231954	q21.1
ENSG00000233762	q31.1
ENSG00000236211	q21.1
ENSG00000187833	p13.1
ENSG00000128655	q31.2
ENSG00000230496	q21.1
ENSG00000234169	q11.2
ENSG00000235522	q12.2
ENSG00000233694	p14
ENSG00000184898	q23.3
ENSG00000232990	q21.1
ENSG00000189362	q32.2
ENSG00000228488	q11.2
ENSG00000249997	q21.1
ENSG00000071051	q12.2
ENSG00000230548	q21.1
ENSG00000224626	p24.2
ENSG00000248136	q21.1
ENSG00000235840	q14.2
ENSG00000163083	q14.2
ENSG00000152284	p11.2
ENSG00000234934	q21.1
ENSG00000233550	q21.1
ENSG00000213081	q34
ENSG00000226915	q21.1
ENSG00000269976	p24.1
ENSG00000231948	p24.1
ENSG00000233416	p24.1
ENSG00000228505	p24.3
ENSG00000272979	q32.2
ENSG00000236204	p24.1
ENSG00000187944	q33.1
ENSG00000151690	q32.2
ENSG00000239587	q12.1
ENSG00000269707	q12.1
ENSG00000123609	q23.3
ENSG00000119865	p14
ENSG00000189350	p23.2
ENSG00000253127	p11.2
ENSG00000169679	q13
ENSG00000232747	p11.2
ENSG00000229743	q12.1
ENSG00000253501	p11.2
ENSG00000198914	q12.1
ENSG00000224646	p13.1
ENSG00000071967	q31.1
ENSG00000280176	q33.1
ENSG00000237641	q37.1
ENSG00000156973	q37.1
ENSG00000222022	q37.3
ENSG00000222032	q37.3
ENSG00000228108	p16.2
ENSG00000115507	p15
ENSG00000143970	p23.3
ENSG00000231134	p11.2
ENSG00000230299	p11.2
ENSG00000234943	p16.2
ENSG00000115457	q35
ENSG00000081479	q31.1
ENSG00000232991	q12.3
ENSG00000236283	q24.3
ENSG00000215043	q32.3
ENSG00000233934	q31.1
ENSG00000236695	q32.3
ENSG00000232451	p24.1
ENSG00000261012	p24.1
ENSG00000115318	p13.1
ENSG00000151694	p25.1
ENSG00000239975	p11.2
ENSG00000115306	p16.2
ENSG00000280409	q14.2
ENSG00000233996	q32.2
ENSG00000235499	p13.1
ENSG00000230651	q12.3
ENSG00000143954	p12
ENSG00000223863	p14
ENSG00000204186	q33.3
ENSG00000253191	p11.2
ENSG00000233134	q33.2
ENSG00000205837	p25.2
ENSG00000237220	q23.3
ENSG00000236049	q23.3
ENSG00000180398	p21
ENSG00000227454	q33.2
ENSG00000241221	q33.2
ENSG00000232931	q11.1
ENSG00000233786	q21.2
